path,domain,target_pr,status,notes
"src/components/shared/StatCard.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/shop/ProductCard.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/components/shop/ShopPage.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/context/CartContext.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/contracts/admin.types.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/contracts/cart.types.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/contracts/checkout.types.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/contracts/customer.types.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/contracts/loyalty.types.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/contracts/product.types.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/docs/BACKEND_CONNECTIONS_TODO.md",infra-auth-ci,PR0,pending_review,"configuration/auth/shared documentation"
"src/docs/CODEX_INSTRUCTIONS.md",infra-auth-ci,PR0,pending_review,"configuration/auth/shared documentation"
"src/docs/FRONTEND_HANDOFF.md",infra-auth-ci,PR0,pending_review,"configuration/auth/shared documentation"
"src/docs/INTEGRATION_MAP.md",infra-auth-ci,PR0,pending_review,"configuration/auth/shared documentation"
"src/docs/ROUTE_MAP.md",infra-auth-ci,PR0,pending_review,"configuration/auth/shared documentation"
"src/integration/AccountAuthClient.tsx",customer-account,PR6,pending_review,"customer auth/dashboard"
"src/integration/AccountPageClient.tsx",customer-account,PR6,pending_review,"customer auth/dashboard"
"src/integration/OlffyAppShellClient.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/integration/OlffyShell.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/integration/actions.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/integration/admin-data.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/integration/mappers.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/App.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/README.md",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/cart/CartDrawer.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/cart/CartDrawer.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/cart/CartLineItem.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/cart/CartLineItem.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/cart/index.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/checkout/CheckoutPayment.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/checkout/CheckoutPayment.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/checkout/CheckoutReview.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/checkout/CheckoutReview.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/checkout/CheckoutShipping.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/checkout/CheckoutShipping.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/checkout/CheckoutStepper.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/checkout/CheckoutStepper.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/checkout/CheckoutSuccess.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/checkout/CheckoutSuccess.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/checkout/index.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/home/BenefitsStrip.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/home/BenefitsStrip.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/home/FeatureBanner.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/home/FeatureBanner.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/home/HeroCarousel.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/home/HeroCarousel.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/home/index.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/layout/AnnouncementBar.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/layout/AnnouncementBar.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/layout/Footer.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/layout/Footer.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/layout/MobileMenuDrawer.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/layout/MobileMenuDrawer.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/layout/NavDropdown.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/layout/NavDropdown.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/layout/Navbar.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/layout/Navbar.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/layout/NewsletterForm.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/layout/NewsletterForm.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/layout/index.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/layout/navigation.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/product/ProductCard.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/product/ProductCard.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/product/ProductGrid.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/product/ProductGrid.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/product/ProductModal.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/product/ProductModal.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/product/index.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/storefront/CategoryChips.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/storefront/CategoryChips.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/storefront/CollectionCard.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/storefront/CollectionCard.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/storefront/ContactForm.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/storefront/ContactForm.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/storefront/CountdownTimer.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/storefront/CountdownTimer.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/storefront/SearchBar.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/storefront/SearchBar.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/storefront/index.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/Accordion.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/Accordion.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/Badge.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/Badge.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/Button.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/Button.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/Drawer.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/Drawer.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/EmptyState.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/EmptyState.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/IconPlaceholder.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/Modal.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/Modal.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/ProductImage.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/ProductImage.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/QuantityStepper.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/QuantityStepper.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/components/ui/index.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/context/CartContext.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/data/faq.mock.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/data/heroSlides.mock.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/integration/CheckoutPageClient.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/integration/ContactoPageClient.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/integration/HomePageClient.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/integration/NovedadesPageClient.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/integration/OlffyChrome.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/integration/ProductDetailClient.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/integration/RegalosPageClient.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/integration/TiendaPageClient.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/integration/cart-actions.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/integration/checkout-actions.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/integration/mappers.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/integration/marketing-actions.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/integration/shell.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/pages/ContactoPage.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/pages/ContactoPage.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/pages/HomePage.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/pages/HomePage.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/pages/NovedadesPage.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/pages/NovedadesPage.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/pages/TiendaPage.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/pages/TiendaPage.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/pages/checkout/CheckoutPage.module.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/pages/checkout/CheckoutPage.tsx",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/styles/global.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/styles/tokens.css",storefront,PR8,pending_review,"public storefront/UI"
"src/olffy/types/index.ts",storefront,PR8,pending_review,"public storefront/UI"
"src/styles/olffy-tokens.css",storefront,PR8,pending_review,"public storefront/UI"
"supabase/migrations/20260703120000_add_contact_messages.sql",database-migrations,PR1,pending_review,"ordered Supabase migration"
"supabase/migrations/20260704130000_add_tuu_remote_pos_attempt_payload.sql",database-migrations,PR1,pending_review,"ordered Supabase migration"
"supabase/migrations/20260709120000_add_digital_sales_admin.sql",database-migrations,PR1,already_in_main,"ordered Supabase migration"
"supabase/migrations/20260710130000_versioned_loyalty_rules.sql",database-migrations,PR1,pending_review,"ordered Supabase migration"
"supabase/migrations/20260711120000_eligible_total_physical_sale.sql",database-migrations,PR1,pending_review,"ordered Supabase migration"
"supabase/migrations/20260711130000_loyalty_points_expiration.sql",database-migrations,PR1,pending_review,"ordered Supabase migration"
"supabase/migrations/20260711140000_guest_pending_claims.sql",database-migrations,PR1,pending_review,"ordered Supabase migration"
"tsconfig.json",infra-auth-ci,PR0,pending_review,"configuration/auth/shared documentation"
"vercel.json",infra-auth-ci,PR0,pending_review,"configuration/auth/shared documentation"
